line_num,station_nm_chn,station_cd,station_nm_jpn,station_nm_eng,station_nm,fr_code,lat,lng
의정부경전철,回龍,4602,フェリョン,Hoeryong,회룡,U111,37.724846,127.046895
의정부경전철,輕電鐵議政府,4604,キョンジョンチョルウィジョンブ,Lrt Uijeongbu,경전철의정부,U113,37.737202,127.043257
의정부경전철,議政府市廳,4605,ウィジョンブシチョン,Uijeongbu City Hall,의정부시청,U114,37.739256,127.034781
의정부경전철,議政府中央,4607,ウィジョンブチュンアン,Uijeongbu Jung-ang,의정부중앙,U117,37.743676,127.049565
의정부경전철,東梧,4608,トンオ,Dong-o,동오,U118,37.745271,127.056947
의정부경전철,赛马,4609,セマル,sae-mal,새말,U119,37.748885,127.06362
의정부경전철,京畿道廳北部廳舍,4610,キョンギドチョンプップチョンサ,Gyeonggi Provincial Government Northern Office,경기도청북부청사,U120,37.75059,127.071495
의정부경전철,孝子,4611,ヒョジャ,hyoja,효자,U121,37.754025,127.076902
의정부경전철,昆弟,4612,コンジェ,gonjae,곤제,U122,37.750471,127.083715
의정부경전철,魚龍,4613,オリョン,eoryong,어룡,U123,37.742802,127.085035
의정부경전철,松山,4614,ソンサン,Songsan,송산,U124,37.737279,127.087159
의정부경전철,塔石,4615,タプソク,Tapseok,탑석,U125,37.733579,127.088704
인천2호선,佳亭中央市场,3212,佳亭中央市場,Gajeong Jungang Market,가정중앙시장,I212,37.517054,126.676672
인천2호선,朱安国家産团,3217,朱安国家産団,Juan National Industrial Complex,주안국가산단,I217,37.473703,126.68113
인천2호선,仁川市厅,3221,仁川市庁,Inchon City Hall,인천시청,I221,37.457405,126.702221
인천2호선,石泉十字路口,3222,石泉サゴリ,Seokcheon Sageori,석천사거리,I222,37.456805,126.709986
인천2호선,沙丘市场,3223,モレネ市場,Moraenae Market,모래내시장,I223,37.45583,126.719298
인천2호선,万寿,3224,萬寿,Mansu,만수,I224,37.454911,126.732094
인천2호선,南洞区厅,3225,南洞区庁,Namdong-gu Office,남동구청,I225,37.448161,126.736939
인천2호선,仁川大公园,3226,仁川大公園,Incheon Grand Park,인천대공원,I226,37.448769,126.752618
인천2호선,佳亭,3211,佳亭,Gajeong,가정,I211,37.524649,126.675539
인천2호선,仁川佳佐,3215,インチョンカジュア,Incheon Gajwa,인천가좌,I215,37.4897,126.675208
인천2호선,西部女性会馆,3214,ソブヨソンフェグァン,West Woman's Community Center,서부여성회관,I214,37.506193,126.676203
인천2호선,朱安,3218,朱安,Juan,주안,I218,37.464941,126.679923
인천2호선,黔丹十字路口,3203,黔丹サゴリ,Geomdan Sageori,검단사거리,I203,37.60185,126.657108
인천2호선,完井,3205,完井,Wanjeong,완정,I205,37.592928,126.673203
인천2호선,篤亭,3206,ドクチョン,Dokjeong,독정,I206,37.585212,126.675844
인천2호선,麻田,3204,麻田,Majeon,마전,I204,37.597566,126.666998
인천2호선,旺吉,3202,旺吉,Wanggil,왕길,I202,37.59518,126.642696
인천2호선,石岩市场,3220,ソッバウィ市場,Seokbawi Market,석바위시장,I220,37.457611,126.692575
인천2호선,市民公园,3219,市民公園,Citizens Park,시민공원,I219,37.458335,126.681192
인천2호선,云宴,3227,雲宴,Unyeon,운연,I227,37.440127,126.75997
인천2호선,黔石,3208,コムバウィ,Geombawi,검바위,I208,37.561405,126.677566
인천2호선,石南,3213,石南,Seongnam,석남,I213,37.506193,126.676203
인천2호선,亚运会赛场,3209,アジアード競技場,Asiad Stadium,아시아드경기장,I209,37.5517,126.677122
인천2호선,西区厅,3210,西区庁,Seo-gu Office,서구청,I210,37.543742,126.676787
인천2호선,蝲蛄溪,3216,カジェウル,Gajaeul,가재울,I216,37.484192,126.683673
인천2호선,黔岩,3207,黔岩,Geomam,검암,I207,37.569104,126.673728
인천2호선,黔丹梧柳,3201,黔丹梧柳,Geomdan Oryu,검단오류,I201,37.594877,126.627178
인천선,国际业务园区,3138,ククチェオンムジグ,Intl. Business District,국제업무지구,I138,37.399907,126.630347
인천선,知识信息园区,3135,チシク・チョンボダンジ,BIT Zone,지식정보단지,I135,37.378384,126.645168
인천선,科技园,3134,テクノパーク,Technopark,테크노파크,I134,37.382268,126.656365
인천선,大学城,3133,キャンパスタウン,Campus Town,캠퍼스타운,I133,37.387855,126.661673
인천선,间石五岔路口,3123,カンソク・オゴリ,Ganseogogeori,간석오거리,I123,37.467048,126.707938
인천선,富平,3120,プピョン,Bupyeong,부평,I120,37.489493,126.724805
인천선,中央公园,3137,セントラルパーク,Central Park,센트럴파크,I137,37.393054,126.634729
인천선,仁川大学,3136,インチョンデイック,Incheon Nat'l Univ.,인천대입구,I136,37.386007,126.639484
인천선,葛山,3117,カルサン,Galsan,갈산,I117,37.517268,126.721514
인천선,鹊田,3116,チャクチョン,Jakjeon,작전,I116,37.530415,126.722527
인천선,京仁教育大学,3115,キョンインギョデイック,Gyeong-in Nat`l Univ. of Education,경인교대입구,I115,37.538157,126.722597
인천선,桂山,3114,ケサン,Gyesan,계산,I114,37.543238,126.728128
인천선,桂阳,3110,ケヤン,Gyeyang,계양,I110,37.571462,126.735637
인천선,橘岘,3111,キュルチョン,Gyulhyeon,귤현,I111,37.566379,126.742654
인천선,朴村,3112,パクチョン,Bakchon,박촌,I112,37.553703,126.745077
인천선,富平市場,3119,富平市場,Bupyeong Market,부평시장,I119,37.498383,126.722244
인천선,东树,3121,トンス,Dongsu,동수,I121,37.485312,126.718247
인천선,富平丁字路口,3122,プピョンサムゴリ,Bupyeongsamgeori,부평삼거리,I122,37.477679,126.710208
인천선,仁川市廳,3124,インチョンシチョン,Incheon City Hall,인천시청,I124,37.457405,126.702221
인천선,艺术会馆,3125,イェスルフェグァン,Arts Center,예술회관,I125,37.449396,126.701012
인천선,仁川客运站,3126,インチョンターミナル,Incheon Bus Terminal,인천터미널,I126,37.442383,126.699706
인천선,文鹤体育场,3127,ムンハク・キョンギジャン,Munhak Sports Complex,문학경기장,I127,37.434935,126.698579
인천선,新延寿,3129,シニョンス,Sinyeonsu,신연수,I129,37.41804,126.693863
인천선,林鹤,3113,イムハク,Imhak,임학,I113,37.545059,126.738665
인천선,富平区厅,3118,プピョングチョン,Bupyeong-gu Office,부평구청,I118,37.508336,126.720548
인천선,东幕,3132,トンマク,Dongmak,동막,I132,37.397878,126.674005
인천선,东春,3131,トンチュン,Dongchun,동춘,I131,37.404737,126.681015
인천선,源仁斋,3130,ウァニンジエ,Woninjae,원인재,I130,37.412603,126.687389
인천선,仙鹤,3128,ソンハク,Seonhak,선학,I128,37.426684,126.698863
